year,life_exp,population,pm
2004,72.5634146341463,7716860.0,22.59
2005,72.5609756097561,7658972.0,24.6
2006,72.6121951219512,7601022.0,26.84
2007,72.6634146341463,7545338.0,24.15
2008,72.9634146341463,7492561.0,22.26
2009,73.4121951219512,7444443.0,20.379999
2010,73.5121951219512,7395599.0,18.23
2011,74.1634146341463,7348328.0,27.809999
2012,74.3146341463415,7305888.0,22.58
2013,74.8609756097561,7265115.0,19.950001
2014,74.4658536585366,7223938.0,19.34
2015,74.6146341463415,7177991.0,18.65
2016,74.8121951219512,7127822.0,17.780001
2017,74.8146341463415,7075947.0,19.18
2018,74.9634146341464,7025037.0,18.280001
