,country,year,life_exp,population,pm
3019,PRK,1998,60.906,23023636.0,21.08
3020,PRK,1999,60.798,23204498.0,19.969999
3021,PRK,2000,60.763,23367059.0,22.0
3022,PRK,2001,60.745,23512522.0,23.610001
3023,PRK,2002,60.792,23638411.0,21.1
3024,PRK,2003,69.546,23781707.0,31.809999
3025,PRK,2004,69.437,23948930.0,24.02
3026,PRK,2005,69.285,24100982.0,25.879999
3027,PRK,2006,69.085,24235761.0,30.48
3028,PRK,2007,68.911,24356506.0,27.059999
3029,PRK,2008,68.958,24469047.0,28.030001
3030,PRK,2009,69.732,24581509.0,27.4
3031,PRK,2010,70.419,24686435.0,21.790001
3032,PRK,2011,70.978,24783789.0,26.190001
3033,PRK,2012,71.626,24887770.0,25.889999
3034,PRK,2013,72.319,25001819.0,24.67
3035,PRK,2014,72.942,25126131.0,29.52
3036,PRK,2015,72.784,25258015.0,27.84
3037,PRK,2016,72.805,25389611.0,24.959999
3038,PRK,2017,72.978,25516321.0,22.559999
3039,PRK,2018,73.031,25638149.0,20.26
