,year,life_exp,population,pm
1103,1998,78.6658536585366,40223509.0,8.6599998
1104,1999,78.7170731707317,40386875.0,8.5
1105,2000,78.9658536585366,40567864.0,8.9899998
1106,2001,79.3682926829268,40850412.0,9.1899996
1107,2002,79.5682926829268,41431558.0,9.4799995
1108,2003,79.619512195122,42187645.0,9.21
1109,2004,79.8707317073171,42921895.0,9.0
1110,2005,80.1707317073171,43653155.0,9.5299997
1111,2006,80.8219512195122,44397319.0,9.3199997
1112,2007,80.8731707317073,45226803.0,9.6400003
1113,2008,81.1756097560976,45954106.0,7.71
1114,2009,81.4756097560976,46362946.0,8.1099997
1115,2010,81.6268292682927,46576897.0,7.3400002
1116,2011,82.4756097560976,46742697.0,8.1499996
1117,2012,82.4268292682927,46773055.0,7.6999998
1118,2013,83.0780487804878,46620045.0,7.3600001
1119,2014,83.2292682926829,46480882.0,6.4299998
1120,2015,82.8317073170732,46444832.0,7.3299999
1121,2016,83.3292682926829,46484062.0,6.6300001
1122,2017,83.2829268292683,46593236.0,6.6500001
1123,2018,83.4317073170732,46797754.0,6.9200001
