year,life_exp,population,pm
1998,69.3585365853659,1386156.0,8.9399996
1999,70.0634146341463,1390244.0,9.2799997
2000,70.4170731707317,1396985.0,7.48
2001,70.2585365853659,1388115.0,8.0
2002,70.9048780487805,1379350.0,8.6000004
2003,71.3170731707317,1370720.0,8.5200005
2004,71.909756097561,1362550.0,7.8299999
2005,72.5682926829268,1354775.0,8.0299997
2006,72.6914634146341,1346810.0,9.3400002
2007,72.8146341463415,1340680.0,8.71
2008,73.7707317073171,1337090.0,7.98
2009,74.8243902439024,1334515.0,8.2200003
2010,75.4292682926829,1331475.0,9.0299997
2011,76.2292682926829,1327439.0,7.1700001
2012,76.3268292682927,1322696.0,7.5300002
2013,77.1414634146341,1317997.0,7.3000002
2014,77.0341463414634,1314545.0,8.0600004
2015,77.590243902439,1315407.0,6.3000002
2016,77.6414634146342,1315790.0,5.8800001
2017,78.0926829268293,1317384.0,5.3299999
2018,78.2439024390244,1321977.0,6.9899998
