,country,year,life_exp,population,pm
481,BOL,1998,61.332,8286928.0,22.780001
482,BOL,1999,61.871,8439052.0,24.860001
483,BOL,2000,62.346,8592656.0,22.959999
484,BOL,2001,62.843,8746084.0,24.76
485,BOL,2002,63.306,8900583.0,26.799999
486,BOL,2003,63.635,9057378.0,26.799999
487,BOL,2004,64.004,9216279.0,30.49
488,BOL,2005,64.386,9377388.0,29.07
489,BOL,2006,64.779,9542663.0,26.219999
490,BOL,2007,65.027,9711152.0,31.459999
491,BOL,2008,65.446,9880593.0,25.959999
492,BOL,2009,65.88,10051317.0,24.51
493,BOL,2010,66.162,10223270.0,32.25
494,BOL,2011,66.534,10396246.0,27.16
495,BOL,2012,66.705,10569697.0,25.23
496,BOL,2013,67.021,10743349.0,23.85
497,BOL,2014,67.163,10916987.0,25.129999
498,BOL,2015,67.318,11090085.0,25.790001
499,BOL,2016,67.628,11263015.0,25.969999
500,BOL,2017,67.701,11435533.0,26.280001
501,BOL,2018,67.748,11606905.0,24.719999
