,country,year,life_exp,population,pm
649,CHE,1998,79.3243902439025,7110001.0,13.13
650,CHE,1999,79.580487804878,7143991.0,13.43
651,CHE,2000,79.6804878048781,7184250.0,12.54
652,CHE,2001,80.1804878048781,7229854.0,13.34
653,CHE,2002,80.3853658536585,7284753.0,13.82
654,CHE,2003,80.5365853658537,7339001.0,15.04
655,CHE,2004,81.0878048780488,7389625.0,11.74
656,CHE,2005,81.2365853658537,7437115.0,12.83
657,CHE,2006,81.490243902439,7483934.0,12.49
658,CHE,2007,81.7414634146342,7551117.0,11.17
659,CHE,2008,81.9926829268293,7647675.0,11.49
660,CHE,2009,82.0439024390244,7743831.0,12.96
661,CHE,2010,82.2463414634147,7824909.0,13.62
662,CHE,2011,82.6951219512195,7912398.0,13.43
663,CHE,2012,82.6975609756098,7996861.0,11.12
664,CHE,2013,82.7975609756098,8089346.0,12.06
665,CHE,2014,83.1975609756098,8188649.0,9.2299995
666,CHE,2015,82.8975609756098,8282396.0,10.51
667,CHE,2016,83.6024390243903,8373338.0,9.5900002
668,CHE,2017,83.5512195121951,8451840.0,9.4499998
669,CHE,2018,83.7536585365854,8514329.0,9.3699999
