,country,year,life_exp,population,pm
1586,HND,1998,62.721,6308537.0,21.75
1587,HND,1999,68.422,6477365.0,16.389999
1588,HND,2000,68.662,6656725.0,21.620001
1589,HND,2001,69.006,6837861.0,20.559999
1590,HND,2002,69.366,7019908.0,20.139999
1591,HND,2003,69.507,7201881.0,25.02
1592,HND,2004,69.796,7383407.0,19.969999
1593,HND,2005,70.104,7564613.0,26.24
1594,HND,2006,70.261,7745200.0,22.27
1595,HND,2007,70.376,7924462.0,22.290001
1596,HND,2008,70.441,8101777.0,24.030001
1597,HND,2009,70.911,8277302.0,22.110001
1598,HND,2010,71.088,8450933.0,23.15
1599,HND,2011,71.439,8622504.0,26.66
1600,HND,2012,71.734,8792367.0,21.43
1601,HND,2013,71.963,8960657.0,24.940001
1602,HND,2014,72.259,9127846.0,22.35
1603,HND,2015,72.487,9294505.0,20.68
1604,HND,2016,72.588,9460798.0,20.92
1605,HND,2017,72.692,9626842.0,21.889999
1606,HND,2018,72.814,9792850.0,20.07
