,country,year,life_exp,population,pm
565,BTN,1998,61.549,557143.0,18.219999
566,BTN,1999,62.23,570990.0,18.559999
567,BTN,2000,62.01,587207.0,23.139999
568,BTN,2001,63.444,603234.0,26.32
569,BTN,2002,64.078,619048.0,24.889999
570,BTN,2003,64.696,634627.0,25.66
571,BTN,2004,65.268,649991.0,25.450001
572,BTN,2005,65.805,663323.0,27.139999
573,BTN,2006,66.362,673260.0,27.51
574,BTN,2007,66.954,681614.0,26.08
575,BTN,2008,67.499,689737.0,27.01
576,BTN,2009,67.897,697678.0,31.299999
577,BTN,2010,68.43,705516.0,25.85
578,BTN,2011,68.881,713331.0,26.940001
579,BTN,2012,69.326,721145.0,29.389999
580,BTN,2013,69.707,728889.0,26.200001
581,BTN,2014,70.049,736357.0,28.860001
582,BTN,2015,70.343,743274.0,28.209999
583,BTN,2016,70.602,749761.0,26.18
584,BTN,2017,70.847,756121.0,26.41
585,BTN,2018,71.129,762096.0,28.620001
