year,life_exp,population,pm
2004,65.4709756097561,144067316.0,13.39
2005,65.529756097561,143518814.0,13.82
2006,66.7275609756098,143049637.0,14.7
2007,67.5868292682927,142805114.0,12.57
2008,67.9492682926829,142742366.0,12.96
2009,68.6846341463415,142785349.0,13.76
2010,68.8412195121951,142849468.0,14.08
2011,69.6839024390244,142960908.0,12.1
2012,70.0721951219512,143201721.0,13.55
2013,70.5787804878049,143506995.0,12.0
2014,70.7436585365854,143819667.0,12.48
2015,71.1834146341463,144096870.0,11.31
2016,71.6512195121951,144342397.0,11.93
2017,72.4514634146342,144496739.0,11.88
2018,72.6621951219512,144477859.0,10.92
