year,life_exp,population,pm
2004,75.4707317073171,228750.0,2.0799999
2005,75.7219512195122,232250.0,2.0999999
2006,76.0756097560976,235750.0,1.83
2007,76.4780487804878,239250.0,2.2
2008,76.6804878048781,242750.0,2.53
2009,76.9804878048781,245950.0,2.3299999
2010,77.2804878048781,249750.0,2.49
2011,76.6317073170732,254350.0,2.6500001
2012,77.0780487804878,259000.0,2.46
2013,77.1780487804878,263650.0,2.5
2014,77.2365853658537,268050.0,2.3399999
2015,77.2804878048781,269460.0,2.3399999
2016,76.9317073170732,270220.0,2.75
2017,77.5390243902439,270810.0,2.46
2018,80.0030975609756,271170.0,2.6500001
