,country,year,life_exp,population,pm
691,CHN,1998,71.172,1241935000.0,33.150002
692,CHN,1999,71.419,1252735000.0,32.23
693,CHN,2000,71.881,1262645000.0,36.099998
694,CHN,2001,72.606,1271850000.0,37.369999
695,CHN,2002,72.985,1280400000.0,40.060001
696,CHN,2003,73.371,1288400000.0,45.939999
697,CHN,2004,73.748,1296075000.0,44.619999
698,CHN,2005,74.111,1303720000.0,47.700001
699,CHN,2006,74.504,1311020000.0,50.75
700,CHN,2007,74.762,1317885000.0,51.060001
701,CHN,2008,74.872,1324655000.0,50.5
702,CHN,2009,75.343,1331260000.0,48.27
703,CHN,2010,75.599,1337705000.0,47.02
704,CHN,2011,75.903,1345035000.0,52.790001
705,CHN,2012,76.192,1354190000.0,49.16
706,CHN,2013,76.452,1363240000.0,52.369999
707,CHN,2014,76.717,1371860000.0,49.889999
708,CHN,2015,76.977,1379860000.0,46.529999
709,CHN,2016,77.218,1387790000.0,43.029999
710,CHN,2017,77.248,1396215000.0,40.52
711,CHN,2018,77.744,1402760000.0,35.48
