,country,year,life_exp,population,pm
1229,FRO,1998,78.0268292682927,44865.0,1.91
1230,FRO,1999,78.2317073170732,45203.0,2.1600001
1231,FRO,2000,78.4365853658537,45660.0,2.0699999
1232,FRO,2001,78.6414634146341,46245.0,2.0999999
1233,FRO,2002,78.8439024390244,46813.0,2.21
1234,FRO,2003,78.9439024390244,47392.0,2.8299999
1235,FRO,2004,79.0926829268293,47989.0,2.0
1236,FRO,2005,79.290243902439,48291.0,1.76
1237,FRO,2006,79.6390243902439,48313.0,2.3699999
1238,FRO,2007,79.9878048780488,48361.0,1.89
1239,FRO,2008,80.1365853658537,48411.0,2.1900001
1240,FRO,2009,80.3853658536585,48429.0,2.21
1241,FRO,2010,80.6878048780488,48410.0,2.03
1242,FRO,2011,80.9390243902439,48386.0,2.02
1243,FRO,2012,81.190243902439,48392.0,1.6
1244,FRO,2013,81.4414634146341,48418.0,2.24
1245,FRO,2014,81.5926829268293,48465.0,2.6900001
1246,FRO,2015,81.7926829268293,48816.0,1.88
1247,FRO,2016,82.0926829268293,49500.0,1.4
1248,FRO,2017,82.2926829268293,50230.0,1.88
1249,FRO,2018,82.5439024390244,50955.0,1.95
