,country,year,life_exp,population,pm
1859,JAM,1998,70.99,2576567.0,8.6199999
1860,JAM,1999,70.968,2596271.0,9.29
1861,JAM,2000,70.944,2612205.0,9.1800003
1862,JAM,2001,70.758,2625405.0,9.3199997
1863,JAM,2002,70.888,2638244.0,10.15
1864,JAM,2003,70.806,2651027.0,10.84
1865,JAM,2004,70.86,2664024.0,10.68
1866,JAM,2005,71.044,2676863.0,12.2
1867,JAM,2006,71.199,2689660.0,12.08
1868,JAM,2007,71.418,2701221.0,10.31
1869,JAM,2008,71.612,2711373.0,11.21
1870,JAM,2009,72.124,2722401.0,10.93
1871,JAM,2010,72.622,2733896.0,12.73
1872,JAM,2011,73.094,2746169.0,11.24
1873,JAM,2012,73.433,2759817.0,11.17
1874,JAM,2013,73.412,2773129.0,10.69
1875,JAM,2014,72.982,2784543.0,11.33
1876,JAM,2015,72.394,2794445.0,10.82
1877,JAM,2016,72.02,2802695.0,10.87
1878,JAM,2017,71.911,2808376.0,10.8
1879,JAM,2018,71.793,2811835.0,10.53
