,country,year,life_exp,population,pm
3822,TZA,1998,50.914,32626498.0,12.96
3823,TZA,1999,51.748,33499772.0,10.51
3824,TZA,2000,52.362,34463704.0,13.32
3825,TZA,2001,53.161,35414469.0,20.059999
3826,TZA,2002,53.863,36353531.0,15.4
3827,TZA,2003,54.895,37333918.0,16.540001
3828,TZA,2004,55.596,38360879.0,17.02
3829,TZA,2005,56.299,39439505.0,18.33
3830,TZA,2006,56.911,40562052.0,16.08
3831,TZA,2007,57.52,41716497.0,21.0
3832,TZA,2008,58.086,42870884.0,18.27
3833,TZA,2009,58.894,43957933.0,17.43
3834,TZA,2010,60.105,45110527.0,18.33
3835,TZA,2011,61.049,46416031.0,18.879999
3836,TZA,2012,62.03,47786137.0,19.17
3837,TZA,2013,62.96,49253643.0,18.620001
3838,TZA,2014,63.873,50814552.0,16.639999
3839,TZA,2015,64.651,52542823.0,17.540001
3840,TZA,2016,65.386,54401802.0,16.67
3841,TZA,2017,65.999,56267032.0,14.38
3842,TZA,2018,66.535,58090443.0,15.8
