,country,year,life_exp,population,pm
1313,GEO,1998,69.102,4243607.0,15.43
1314,GEO,1999,69.319,4157192.0,14.5
1315,GEO,2000,69.575,4077131.0,14.67
1316,GEO,2001,69.606,4014373.0,14.39
1317,GEO,2002,70.024,3978515.0,14.43
1318,GEO,2003,70.333,3951736.0,14.28
1319,GEO,2004,70.567,3927340.0,13.42
1320,GEO,2005,71.13,3902469.0,14.18
1321,GEO,2006,71.394,3880347.0,13.85
1322,GEO,2007,71.568,3860158.0,14.77
1323,GEO,2008,71.332,3848449.0,13.98
1324,GEO,2009,71.95,3814419.0,14.7
1325,GEO,2010,72.128,3786695.0,13.07
1326,GEO,2011,72.39,3756441.0,15.52
1327,GEO,2012,72.412,3728874.0,15.36
1328,GEO,2013,72.628,3717668.0,14.75
1329,GEO,2014,73.099,3719414.0,15.3
1330,GEO,2015,73.297,3725276.0,15.09
1331,GEO,2016,73.569,3727505.0,13.31
1332,GEO,2017,73.57,3728004.0,15.7
1333,GEO,2018,73.341,3726549.0,13.18
