,country,year,life_exp,population,pm
4116,ZWE,1998,46.819,11548364.0,16.35
4117,ZWE,1999,45.206,11716454.0,13.1
4118,ZWE,2000,44.686,11834676.0,13.22
4119,ZWE,2001,41.957,11910978.0,20.360001
4120,ZWE,2002,44.565,11984644.0,15.98
4121,ZWE,2003,43.393,12075828.0,17.690001
4122,ZWE,2004,44.502,12160881.0,15.33
4123,ZWE,2005,44.768,12224753.0,17.75
4124,ZWE,2006,45.364,12330490.0,15.93
4125,ZWE,2007,45.61,12450568.0,18.49
4126,ZWE,2008,46.723,12550347.0,17.4
4127,ZWE,2009,48.063,12679810.0,15.74
4128,ZWE,2010,50.652,12839771.0,18.82
4129,ZWE,2011,53.347,13025785.0,14.78
4130,ZWE,2012,55.626,13265331.0,16.51
4131,ZWE,2013,57.458,13555422.0,15.15
4132,ZWE,2014,58.846,13855753.0,14.38
4133,ZWE,2015,59.591,14154937.0,16.639999
4134,ZWE,2016,60.306,14452704.0,14.9
4135,ZWE,2017,60.709,14751101.0,14.34
4136,ZWE,2018,61.414,15052184.0,15.9
